V1
1;stunted
2;dead
3;brown discolouration
4;wilted
5;dry
6;wilting
7;dying
8;Healthy
9;discolouration
10;Discolouration
11;dead0
12;healthy
13;alive
14;girdling
15;scorch
17;dicolouration
18;resin exudation
19;Discoloration
20;Cankers
21;Insect/Mechanical damage
22;Alive
23;Wilted
24;Dead
25;Kino/Gum/Resin Exudation
31;hail damage
37;Canker
38;Mechanical damage
39;Sapwood
41;Blue discoloration
42;Discoloraiton
45;Fruiting bodies
46;Resin exudation
57;Dicoloration
61;yellow Discoloration
63;streak
64;bkue stain
67;Outer bark
68;resin soaked
74;helthy
84;Cambium
87;Insect/Mechanical damage 
116;Gridling
135;Discloration
137;Healhty
138;Swelling
139;Discoloration 
142;Dying
144;Discoloration (1-16)
149;Healthy (1-20)
150;Healthy (21-40)
151;Discoloraition
166;Kino/Gum/Resin exudation
171;Dry??
172;Unhealthy
175;Dry
177;Clean and dry
197;Girdling
200;Discoloured
202;Healthy (top)
206;Not healthy
207;Clean
208;Healthy and very young
210;Almost dry
214;Fresh
218;Dead after wilting
222;Top tips alive
224;Some alive
226;Some are fresh
233;Small
235;Slight discoloration
237;Almost dead
240;Cankers 
245;Outer bark is discoloured
246;White mycelia
259;No stem
260;Insect/Mechanical Damage
264;Dis coloration
271;Insect damage
274;Resin Exudation
276;Lower stem is brown
282;White fungal growth
283;Discoloration (darkened lesions)
284;Discoloration (blue stains)
288;Developed
289;Halthy
295;Discoloration (Blue Stain)
296;Discoloration (Water-soaked)
297;Discoloration (Brown lesions)
299;Discoloration (Brown)
300;Discoloration (Possibly Blue stain)
302;Discoloration ( Water-soaked & Blue discoloration)
304;No tip
307;Cut
308;Wilted 
309;Alive (some)
310;J-rooting
311;Wilting
318;Tip die-back
319;Die-back
321;Leaf spots
322;Some dying
324;Alive (light green)
326;Alve
331;None
338;K?/Gum/?/Exudation
339;Everything is dead
340;Die-back of stem
344;aphids
345; discolouration
346; Discoloration
349; Insect/Mechanical damage
350; Sapwood
352; Cambium
353; Healthy
356; Fruiting bodies
357; Kino/Gum/Resin Exudation
360; Between outer and inner bark
365; Discoloraiton
369; Sapwwod
370; Outer bark
371; Girdling
409; Wilted
442;Outer bark Cambium
445; Discloration
448; Cambiu
452; Dead
465; Dscoloration
469; Ouer bark
472; Almost dead
485; Fuirting bodies
487; Swelling
494; Discoloration and Outer bark (bottom)
498;outer bark
499; Slight discoloration
502; Fungal structure
504; Dying
505; Dry
506; Clean
508; Lower tips dead
510; Some dead
512; Some are dry but clean
520; Small
523; Green
524; discoloration
526; Bark discoloration
528; Fresh
529; White mycelia
530; Water-soaked
532; Between outer & inner bark
542; Dark Lesions
545; One has no tip
546; Some fresh
547; No tip
552; Blue stain
553; Resin Exudation
555; Resin
557; Between  outer & inner bark
559; Rough marks on bark
561; White fungal growth
565;  Big cambium
570; Necrotic
572; White mycelial growth
573; White mycelial growth 
574; Unhealthy
577; Dead (some)
578; Wilting
580; Scorch
584; Die-back
585; Too dry
586; Others alive
588; Starting to die
590; Outer Bark
591; Little discoloration on one side
615; Between Outer and inner bark
627; Between outer inner bark
664; Cambium Sapwood
685; Between inner and outer bark
704;cambium
710; Between inner & outer bark
723; White/Grey Fungal Growth
725; Some unhealthy
744; cambium
746; Cambuim
750; Bewteen outer and inner bark
804; between outer & inner bark
816; Bewteen outer & inner bark
817; Betwee outer & inner bark
818; Between outer  inner bark
855; K?/Gam/?Exudation
