x
1;Discoloration
2;spots
3;black discolouration
4;Dry
5;purple discolouration
6;Brown
7;Healthy
8;Dead
9;Alive
10;Scorch
11;Leaf spots
12;Wilted
13;Curled
14;Insect/Mechanical damage
15;Die-back
16;Alive (Very tip)
17;Insect damage
18;Fruiting bodies
19; Wilted (1-16)
20;Alive (1-20)
21;No tip
22;yelowing
23; Discoloured
24;Green
25; Very Small but fresh
26; A bit dry
27; Some alive tips
28; Brown needles
29; Slightly green
30; Some tips alive
31; Some tips green and alive
32; Some green and brown
33; Some brown tips
34; Green & brown needles
35;Slight discoloration
36;Secondary tip
37;Fresh
38;Most needles dead
39; Very dry
40;No green tips
41; Tips not green
42; Clean & Green
43;Green & Healthy
44; Needled green lower down stem
45;Some alive
46; Some dead
47;Some are fresh
48; Some are a bit dry
49; Green & Fresh
50;Clean
51; Almost dead
52; Turning brown
53; Needles yellow & brown
54; Needles dying
55;Almost dead
56;No primary tip
57; No primary tip
58;A little dry
59; Clean
60;Good
61; Green (Junction)
62;(Junction)
63; Small
64; Yellow
65; Chlorotic & necrotic at bases
66; Necrotic
67; New needles are necrotic
68; Others are dying from base
69;Sligthly wilted
70; Stunted
71; Larvae in dead branches
72;Lady bird larvae
73; Wilting
74;Dull green
75;Discoloraion in cambium & sapwood
76;Leaf curl
77;Fungal structures
78; mites
79;Leaf spots (white spots)
80;Cut tip
81;None
82;Everything is dead
83;S?
84; Dry and brown
85;All removed
86;No growth
87;Alive/Wilted
88;Alive/Dead
89;No leaves
90;Decomposting
91; Blue staining
92; Dead branches
93;Alive (some) and Dead (some)
94; Black stem
95; Scortch (Needles)
