V1
1;discolouration
2;red discolouration
3;leaves
4;dry
5;dicolouration
6;spots
7;black discolouration
8;ducolouration
9;purple discolouration
10;brown
11;Healthy
12;healthy
13;discoluration
14;Discolouration
15;dead
16;leaf spot
17;alive
18;scorch
19;wilted
20;Heathy
21;Wilted
22;Alive
23;Dead
26;Discoloration
27;Curled
28;Insect
29;die-back
30;Scorch
34;dying
37;Alive (Very tip)
45;diiscolouration
52;Insect damage
56;Witled
65;Discoloraiton
68;Alive (1-20)
69;Spots
73;No tips
74;No tip
75;Dry tip
76;Dry tips
80;Dry
81;yelowing
85;Fresh but small
86;Clean
88;Alive but unhealthy
93;Dying
94;Unhealthy tip
95;Drying tip
102;Brown
105;Secondary tip
106;Dying tip
107;Unhealthy
108;Fresh
110;Dying 
114;Most needles dead
116;No green tips
119;Green & Healthy
121;Some alive
122;Some are fresh
132;Almost dead
134;Green
135;No primary tip
141;A little dry
145;Good
149;(Junction)
159;Slight discoloration
161;Sligthly wilted
165;Leaf spots
166;Lady bird larvae
168;Dull green
169;Discoloraion in cambium & sapwood
171;Leaf curl
172;Fungal structures
173;No discoloration
174;Leaf spots (white spots)
175;Die-back
177;Cut tip
178;None
180;Discoloraition
182;Everything is dead
186;All removed
188;No growth
190; Discoloration
193;No leaves
196;S?
197;Tip die-back
199;Decomposting
203;WIlted
204;Fruiting bodies
208;Alive (some) and Dead (some)
209;Not wilted
211; Dead
213;Mechanical damage
214; Leaf spots
215; Wilted
218; WIlted
222; Insect
228; Discoloraiton
229; Scorch
231; Alive
239; Witled
244; Discolration
247; Wilted (1-16)
248; Deade
253; Discoloured
254; Green
255; Very Small but fresh
256; Small
257; Dry tip
258; Dry
259; Brown
260; A bit dry
261; Some alive tips
262; Slightly green
263; Some tips alive
264; Some tips green and alive
265; Some green and brown
266; Some brown tips
267; Green & brown needles
268; Slight discoloration
269; Healthy
270; Unhealthy
273; Very dry
274; Tips not green
275; Clean & Green
276; Few
277; Needled green lower down stem
278; Some dead
279; Some are a bit dry
282; Green & Fresh
283; Almost dead
289; Fresh
290; Brown needles 
292; No primary tip
296; Clean
299; Green (Junction)
303; Yellow
307; Chlorotic & necrotic at bases
309; New needles are necrotic
312; Stunted
313; Larvae in dead branches
314; Wilting
315; Leaf curl
316; mites
317; Die-back
318; discoloration
320; Outer bark
322; Dry and brown
323; Dry 
324; S?
336; Blue staining
338; Scortch (Needles)
342;Mechaniccal damage
350; Fruiting bodies
359; Young
360; Brown needles
364; Turning brown
365; Needles yellow & brown
366; Needles dying
372; Necrotic
373; Others are dying from base
376; Cambium
379;" Between outer and inner bark"""
385; Dead branches
386; Black stem
