x
1;dead
2;dying
3;Few roots
4;well developed
5;few roots
6;Healthy
7;Discolouration
8;stem feeder roots dead
9;no roots
10;healthy
11;j-rooting
12;insects
13;well devolped
14;discolouration
15;Dead
16;Stunted
17;Root:shoot ratio
18;Die-back 
19;Wilted
20;Well developed
21;Die-back
22; Scorch
23;Diseased
24;Died
25; Wilted
26;Alive
27;Scorch
28;Dry
29;All Dead
30;Root:shoot ration
31;Too dead and dry
32;Dying
33;Completely dead
34;Dry and brown
35; Die-back
36;Very dry Seedling
37;J-rooting
38;Wited
39;Dead or dry
40;Very dry
41;No tip
42;No tips
43;WIlted
44;Discolooured tips
45;Root:shoot ratio (1-6
46; Wilted (8-16)
47;Root:shoot ratio (1-20)
48;Root:shoot ratio (21-40)
49;well developed 
50;scorch
51;Too dead
52;Needles discoloured
53;Dead and brown
54;Roots dead
55;Brown leaves at bottom
56;Healthy green leaves
57;Brown leaves 
58;Good ratio
59;Few needles/Brown
60;Mix of brown and green needles
61;Green needles
62;Brown needles
63;Brown roots
64;Dead tree
65;Brown
66;Sample to dry
67;Slightly wilted
68;Asymptomatic
69;Dry piece of wood
70;Sample dried out
71;Mix of maroon and green leaves
72;Samples dried out
73;Tips green
74;Unhealthy
75;Few
76; Plug bound
77;Well Developed
78; Dead
79;J-rolling
80;Discoloration
81; Wilting
82; No white tips
83;Few root
84; J-rooting
85;No roots
86;No roots (only one)
87; Few roots
88;Some alive
89; Discoloration
90;Under-developed
91; Slight j-rooting
92;Discloration under bark
93; Dead (10)
94;Wilting
95; Dry
96;No root
97;No Armillaria observed
98;Armillaria
99;P.patula Willowmere
100;P.patula Yonderdale
101;P.patula Bairathol
102;Leaf spot
103;Half dead
104;Looks healthy but is rotten on inside with stem bark removed
105;State 
106;Looks ealthy
107;No leaves
108;Looks healthy
109;Tip die-back
110;3 diseased roots
111;Plant dead
112;Leaf blight
113;Not sure
114;Death
115;Root:shoot
116; die-back
117;Lesions on root collar
118;Lesions on Root collar
119;Not specified
120;Brown tips
121;Discoloured leaf needles
122;Discoloration of leaves
123;Not healthy
124;Discoloraiton of leaves
125;Growth tip healthy
126;Tip looks healthy
127;Growth tip looks healthy
128;Everything is dead
129;Healthy minus leaf spots
130;Healthy beside discolouration along root collar
131;Healthy besides dead roots swelling on root collars with branches coming out
132;Leaf spots are present on the leaves
133;Stem die-back
134;Dead roots
135; Not healthy
136; Unhealthy
137;Healthy roots
138;Green
139; Blunted
140;Green healthy
141;A bit dry
142;Healthy rootsLeaves show some discoloration
143;Healthy shoot
144;Healthy 
145;S?
146;Plant is dead
147;Plant looks unhealthy
148;Dead roors
149;Plant is almost dead
150; yellowing
151; B?
152; Plant is dead
153;Rootless cutting
154; Between outer and inner bark
155;Dying from top down
156;?
157;Roots look sick
158;One root system
159;Lesions on lower stem and root collar
160;Leaf spots
161;Root collar
162;Fungal structures on leaves
163;Root are dead
164;Roots are dead
165; Roots are dead
166; S?
167;Healthy besides discoloration of internodes
168;Blunted
169;Roots discoloured
170;Overall healthy
171;Root:shoot ratio good
172;Browning @ nodes/ Isolated from edge of discoloration
173;Cuttings
174;Lots of Resins
175;Branches have resin
176;Roots curling and rotting
177;Some discoloration
178;Roots curling
179;Roots curl upwards
180;Lesions on stem and leaves
181;Stem lesions
182; Leaf lesions
183;Leaves with spots
184; main stem dead above lesion
185;Main branch dead
186; Fruiting bodies
187;Branches with leave cuttings
188; Lesions on leaves and stems
189;Tip wilted
190;Wilted tip
191;Wilted 
192;Tip curling
193;Slight discoloration on needles
194;Very few roots
195;Healthy white roots
196;Tip discoloured
197;Very small
198;Needles brown
199;Tip wilted and discoloured
200;Discoloration on tip
201;Bigger than avarage sample
202;Stunted otherwise healthy
203;Stem stunted
204;Short stem
205; Roots
206;Discoloured
207;Some needles discoloured
208; Cracking
209;Root dead
210;Branch: Healthy
211;Brown discolration
212;Brown and dry
213;Slightly discoloured
214;Red discoloration
215;Discoloured tip
216;Material dry
217; Stem discoloration
218;Root:Shoot Ratio
219;Root:shoot Ratio
220;Yellow
221;Brown discoloration
222; Stunted
223;Few roots-dead
224;Wilted green tips
225;Discoloured in places
226;Tip discoloured ans wilted
227; Green
228;Some black needles
229; Needles yellowish to green on ends
230; Tip slightly wilted
231;Plants are yellowing
232;All plants look healthy
233;Severe J-rooting
234;Few dead leaves
235; Dry conditions
236;Scortch
237; Few white tips
238;Needles turning brown at the tips
239;Needles browning
240;No white tips
241;Healthy Seedling
242; Rotten roots
243; Insects
244;Roots well developed
